sentence,token,predicted_POS,predicted_NER
"سبب الجدل اللغوي:
لماذا لم ينتقل الجدل إلى اللغة العربية؟ ولماذا لا ينبغي لنا في عالمنا العربي الخوض في التفضيل بين لفظتي علم أو فن أصلاً؟
يشير إدوارد كار إلى منشأ الجدل اللغوي بقوله:«هذا السؤال الاصطلاحي هو بسبب شذوذ في اللغة الإنجليزية».",كار,adj,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",أحمد,noun,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",مطر,noun,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",نجيب,adj,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",محفوظ,noun,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",وعبد,adj,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",الرحمن,prep,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",مني,adj_comp,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##ف,noun,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",ونز,noun,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##ار,adj,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",قباني,adj,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",وبد,noun,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##وي,noun,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",الجبل,noun,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",وحم,noun,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##يدة,adj,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",قطب,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",وأم,noun_prop,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##ينة,adj_num,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",قطب,prep,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",ومحمد,noun,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",الحسن,adj,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##اوي,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",والحم,noun_prop,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##ام,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##صي,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",وحسن,noun_prop,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",عش,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##ماوي,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",والز,adj,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##بيري,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",وشر,noun_prop,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##يف,noun_prop,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",الرأس,adj,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",والما,noun_prop,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##غوط,noun_prop,I-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",وون,noun,B-PERS
"أدباء سياسيين عرب
من أشهر نتاج الأدب السياسي العربي وأصحابه شعر الشاعر السياسي أحمد مطر الأول في العربية، نجيب محفوظ، وعبد الرحمن منيف، ونزار قباني، وبدوي الجبل، وحميدة قطب، وأمينة قطب، ومحمد الحسناوي، والحمامصي، وحسن عشماوي، والزبيري، وشريف الرأس، والماغوط، وونوس، وكان من أجمل ما كتبوه هو أدبهم السياسي.",##وس,adj,B-PERS
وهكذا يتبين للمرء أن مصطلح «الأدب» قد استخدم منذ مطلع القرن الثامن عشر في أوربة للدلالة على «مجموع من الكتابة» body of writing على الرغم من أنه يصعب أحيانًا إيجاد تفريق واضح في الاستخدام المتزامن بين كل من «الثقافة الأدبية» و«التبحر».,أور,adv,B-LOC
في هذا النص، لا يتعامل باث مع المدينة باعتبارها مكانًا جغرافيًا أو فضاءً عمرانيًا فقط، بل ككائن حي، نابض، غامض، يعيش ويمرض ويحلم ويحبط.,با,prep,B-PERS
في هذا النص، لا يتعامل باث مع المدينة باعتبارها مكانًا جغرافيًا أو فضاءً عمرانيًا فقط، بل ككائن حي، نابض، غامض، يعيش ويمرض ويحلم ويحبط.,##ث,pron_dem,B-PERS
"السياق التاريخي
كُتبت هذه القصائد في الفترة الأخيرة من حياة نيرودا، في ظل أزمات سياسية عرفتها تشيلي، وانقلابات متوقعة كانت تهدد النظام الديمقراطي.",نير,noun,B-PERS
"السياق التاريخي
كُتبت هذه القصائد في الفترة الأخيرة من حياة نيرودا، في ظل أزمات سياسية عرفتها تشيلي، وانقلابات متوقعة كانت تهدد النظام الديمقراطي.",##ودا,adj,B-PERS
"السياق التاريخي
كُتبت هذه القصائد في الفترة الأخيرة من حياة نيرودا، في ظل أزمات سياسية عرفتها تشيلي، وانقلابات متوقعة كانت تهدد النظام الديمقراطي.",تشي,prep,B-LOC
"السياق التاريخي
كُتبت هذه القصائد في الفترة الأخيرة من حياة نيرودا، في ظل أزمات سياسية عرفتها تشيلي، وانقلابات متوقعة كانت تهدد النظام الديمقراطي.",##لي,pron_dem,B-LOC
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,توماس,adj,B-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,راي,noun,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##مر,conj_sub,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,Th,verb,B-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##om,noun,B-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##as,adj,B-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,R,noun,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##y,noun_prop,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##m,noun_prop,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##er,noun_prop,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,إنك,conj_sub,B-LOC
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##لتر,verb,I-LOC
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##ة,verb,B-LOC
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,هي,noun_prop,B-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##و,noun_prop,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,بلي,noun_prop,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##ر,noun_prop,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##h,adj,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,Bl,adj,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##air,punc,I-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,Be,noun_prop,B-PERS
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,أد,noun,B-LOC
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##نب,noun,I-ORG
وسرعان ما انتشر المصطلح الفرنسي خارج فرنسة، إذ استخدمه توماس رايمر Thomas Rymer في إنكلترة عام 1692، ويغدو هيو بلير Hugh Blair عام 1762 أول أستاذ للبلاغة والأدب بوصفه فنًا جميلًا Belles Lettres في جامعة أدنبره.,##ره,prep,I-LOC
"محتوى الديوان
يحتوي الديوان على مجموعة من القصائد التي تعكس المرحلة السياسية لنيرودا، ويظهر فيها بوضوح انحيازه للطبقات الشعبية، ورفضه للديكتاتوريات والتدخل الأجنبي.",لن,noun,B-LOC
"محتوى الديوان
يحتوي الديوان على مجموعة من القصائد التي تعكس المرحلة السياسية لنيرودا، ويظهر فيها بوضوح انحيازه للطبقات الشعبية، ورفضه للديكتاتوريات والتدخل الأجنبي.",##يرو,noun,B-PERS
وقد عززت هذا المفهوم المناقشات المتصلة بفكرة الذوق ودور المتذوق، واختراع بومغارتن Baumgarten لمصطلح علم الجمال aesthetics وجهوده مع «كنت» ولا سيما في كتابه الأخير «نقد الحكم»، في التمييز ما بين الجميل، والجيد، والحقيقي، والمفيد فضلًا عن النهوض البطيء لمكانة الرواية في المجتمع الأوربي، وقاد كل ذلك في نهاية المطاف إلى ظهور مفهوم للأدب مواز لمفهومي الفنون التشكيلية والموسيقى وغيرهما من الفنون الجميلة المعروفة، وغدا الأدب واحدًا منها يتبوأ بين أقرانه الستة مكانة بارزة.,بوم,part_verb,B-PERS
